,District,Age,Sex,Urban,Educated,Income
1967,0,61,M,True,True,93303
1968,5,55,M,False,False,9661
1969,0,49,M,False,False,12487
1970,1,49,F,False,False,30917
1971,9,42,F,False,False,13144
1972,1,69,M,True,True,20422
1973,0,38,M,True,True,141620
1974,0,76,F,True,True,78288
1975,2,27,F,False,False,41304
1976,0,28,M,True,True,52176
1977,1,28,M,False,True,203632
1978,1,23,M,True,False,97562
1979,6,29,F,False,False,58179
1980,0,67,M,True,True,61354
1981,8,86,M,False,False,33564
1982,1,45,F,True,False,18500
1983,6,26,M,False,False,22506
1984,2,20,F,False,False,15111
1985,0,46,F,True,True,110508
1986,9,51,F,True,False,41347
1987,7,65,M,True,True,105473
1988,9,58,F,False,False,44062
1989,7,33,M,True,False,9788
1990,0,75,M,True,True,79811
1991,0,43,F,True,True,234739
1992,1,41,F,False,True,23933
1993,1,39,F,False,False,7448
1994,6,47,M,False,False,35909
1995,1,61,F,True,True,43650
1996,0,63,F,True,True,168462
1997,4,38,F,False,True,32694
1998,1,43,F,True,True,162943
1999,2,42,F,False,False,98150
2000,2,31,M,True,True,173749
2001,8,25,M,False,True,22308
2002,8,54,M,False,True,22026
2003,1,24,M,True,False,87062
2004,1,57,F,False,True,98597
2005,5,90,M,False,False,17921
2006,9,26,M,True,True,10451
2007,3,44,F,False,False,12151
2008,8,39,F,False,True,16904
2009,6,25,F,True,False,20733
2010,1,34,F,True,True,168840
2011,6,41,F,True,False,55833
2012,1,24,M,False,True,94439
2013,7,33,M,True,True,5178
2014,8,52,F,True,True,12933
2015,8,66,F,False,False,44722
2016,0,50,F,True,True,233206
2017,2,22,M,True,True,116845
2018,0,55,F,True,True,23647
2019,1,31,M,False,False,8723
2020,0,26,M,True,True,138980
2021,3,23,M,True,False,58500
2022,6,66,M,False,False,45080
2023,8,30,F,False,False,19506
2024,0,24,M,True,True,224014
2025,2,77,M,False,True,40796
2026,5,39,F,False,True,17861
2027,5,21,M,True,True,9416
2028,8,29,F,False,True,88635
2029,2,31,F,False,False,34269
2030,9,53,F,True,True,7142
2031,3,32,F,False,True,15966
2032,3,61,M,False,False,7095
2033,0,59,M,True,True,21702
2034,0,99,M,True,True,12464
2035,1,37,F,False,True,63491
2036,3,38,M,False,False,12971
2037,9,43,M,True,False,28275
2038,0,82,M,True,True,72118
2039,9,63,M,True,False,15902
2040,9,37,F,True,True,103554
2041,0,34,F,True,True,168990
2042,0,19,F,True,True,37861
2043,1,37,F,False,True,46360
2044,4,40,F,False,False,23037
2045,7,68,M,True,True,13448
2046,8,23,F,True,True,102974
2047,8,35,F,False,False,4953
2048,0,75,F,True,True,10725
2049,3,49,M,True,True,44177
2050,0,21,F,True,True,182738
2051,7,40,M,False,False,50692
2052,8,35,F,False,False,46648
2053,2,40,M,False,False,109847
2054,4,64,M,False,True,38570
2055,6,67,M,True,True,11990
2056,0,34,F,True,True,106501
2057,8,88,F,False,False,18519
2058,0,33,M,True,True,168126
2059,5,73,F,False,True,34135
2060,3,50,M,False,False,5957
2061,8,33,M,False,True,17705
2062,6,68,F,False,True,10838
2063,0,62,F,True,True,64918
2064,0,63,M,True,True,114709
2065,8,57,M,False,True,2260
2066,9,58,M,True,True,33487
2067,0,70,F,True,True,70617
2068,1,50,F,True,True,25475
2069,7,28,M,True,True,7150
2070,6,63,F,False,True,47740
2071,5,57,M,False,False,4087
2072,6,27,M,True,False,32433
2073,8,25,M,True,False,36490
2074,8,38,F,False,True,17443
2075,5,54,F,True,True,47020
2076,1,76,F,True,True,23261
2077,7,83,F,False,False,14552
2078,1,61,M,True,True,71382
2079,1,55,F,True,False,8045
2080,2,34,M,False,False,29135
2081,0,37,F,True,True,28538
2082,3,51,F,True,False,4031
2083,5,58,F,False,False,23821
2084,3,22,F,False,False,63620
2085,0,64,M,True,True,8348
2086,0,57,M,True,True,90936
2087,2,25,M,False,True,142506
2088,4,29,F,False,False,10101
2089,8,50,M,False,False,6107
2090,1,61,M,True,True,138629
2091,3,34,F,False,False,11799
2092,5,51,F,False,False,5979
2093,8,62,F,False,True,37463
2094,0,93,M,True,True,215904
2095,0,32,F,True,True,136675
2096,3,42,M,False,False,9728
2097,7,36,M,True,True,119655
2098,7,52,M,False,False,1379
2099,8,31,F,True,True,87949
2100,2,24,F,False,False,11505
2101,9,41,F,True,True,161110
2102,7,35,M,True,True,120984
2103,2,67,M,True,True,136175
2104,7,26,M,False,False,20389
2105,9,69,F,True,True,96995
2106,8,38,M,False,True,44029
2107,0,35,M,True,True,116814
2108,9,53,M,False,False,31422
2109,4,20,M,False,False,21035
2110,6,39,F,False,False,13986
2111,9,28,F,True,False,35718
2112,7,80,M,True,True,31478
2113,9,25,M,True,True,22337
2114,1,90,F,False,False,60916
2115,6,64,M,False,True,9515
2116,3,46,M,False,False,40940
2117,0,59,M,True,True,97874
2118,3,42,M,False,False,2051
2119,8,44,F,False,False,15061
2120,8,32,F,False,False,27942
2121,8,62,F,True,True,11941
2122,6,38,F,False,False,25016
2123,0,45,F,False,True,90770
2124,8,37,M,False,False,19553
2125,4,37,M,True,True,41992
2126,0,49,F,True,True,146860
2127,8,74,M,True,True,16681
2128,6,69,M,False,False,37213
2129,5,37,M,False,False,30790
2130,2,47,F,True,True,52441
2131,1,35,M,True,True,39840
2132,0,37,F,True,True,159320
2133,1,30,F,True,True,143052
2134,8,27,M,False,True,36102
2135,8,20,M,False,False,21548
2136,0,34,M,False,True,40638
2137,6,19,F,False,False,25643
2138,6,86,F,False,False,10532
2139,8,76,M,False,False,22959
2140,7,62,F,False,True,11041
2141,5,65,M,True,False,9563
2142,8,65,M,True,False,49508
2143,4,31,M,True,False,80667
2144,0,71,F,False,True,8104
2145,1,44,M,False,True,176189
2146,1,51,M,False,True,9895
2147,7,66,M,True,True,115632
2148,1,24,F,True,True,60219
2149,1,63,M,True,True,6507
2150,6,69,M,True,True,8085
2151,6,25,M,False,True,4770
2152,2,37,M,True,False,17050
2153,8,25,M,True,True,41205
2154,6,31,M,True,True,2374
2155,2,24,M,True,False,15455
2156,4,61,M,False,False,22176
2157,0,57,M,True,False,20053
2158,0,56,M,False,True,6507
2159,8,64,F,False,False,4960
2160,2,67,F,False,True,42640
2161,7,34,F,True,True,13889
2162,8,28,M,False,False,13577
2163,7,28,F,True,True,27654
2164,2,71,M,True,False,47465
2165,5,70,M,False,False,34975
2166,1,25,F,True,True,24980
2167,0,50,F,True,True,22329
2168,3,54,F,False,False,12358
2169,3,24,F,False,True,23551
2170,5,37,F,False,False,11923
2171,0,49,M,True,True,79161
2172,2,47,M,False,True,82833
2173,3,68,F,False,False,28678
2174,0,85,F,True,True,52592
2175,0,66,F,True,True,44860
2176,0,29,F,False,True,114862
2177,8,48,M,False,False,4083
2178,0,69,M,True,True,81341
2179,2,69,F,False,False,57628
2180,9,50,F,True,False,8072
2181,7,33,F,True,True,41456
2182,9,71,M,True,False,15370
2183,1,40,F,True,False,75125
2184,4,46,M,False,False,25979
2185,8,65,M,False,False,2326
2186,5,62,F,False,False,50035
2187,7,19,F,True,True,12076
2188,0,42,M,True,True,104789
2189,9,21,F,True,False,93477
2190,0,26,F,True,True,7352
2191,6,19,M,False,False,46402
2192,1,30,M,True,True,16486
2193,1,41,F,True,True,104352
2194,1,31,M,True,True,40494
2195,6,44,M,False,False,5263
2196,7,25,M,False,True,18801
2197,0,37,M,True,True,62610
2198,1,45,M,False,True,84188
2199,9,32,F,True,False,83568
2200,0,55,M,True,False,36206
2201,4,84,M,False,True,3052
2202,6,22,M,True,True,67234
2203,3,27,F,False,False,3822
2204,4,50,M,True,False,66458
2205,2,75,M,False,False,11036
2206,7,80,F,True,True,35961
2207,3,30,M,True,False,60488
2208,5,84,F,False,False,46518
2209,6,25,M,False,False,49419
2210,5,69,F,False,False,5926
2211,8,30,M,True,True,22329
2212,0,43,M,True,False,139635
2213,0,20,M,False,False,32482
2214,0,22,M,True,True,174855
2215,0,28,F,True,True,127497
2216,2,66,F,False,True,98530
2217,1,33,M,True,True,106388
2218,0,60,F,True,True,81293
2219,8,24,M,True,True,62993
2220,6,35,F,True,False,41133
2221,0,48,M,True,True,116027
2222,6,38,F,False,False,13141
2223,9,60,M,True,True,39682
2224,3,35,M,False,False,53225
2225,2,40,M,True,False,109120
2226,1,23,M,False,True,6074
2227,3,29,F,False,True,26732
2228,2,48,F,False,True,98168
2229,1,27,F,True,True,33371
2230,0,30,F,True,True,153881
2231,1,25,F,True,False,83938
2232,0,47,F,True,False,7540
2233,0,76,F,True,True,34399
2234,0,68,F,True,True,14112
2235,1,67,F,True,True,19323
2236,3,50,F,False,True,38447
2237,0,25,M,True,True,5703
2238,7,48,F,True,True,25397
2239,4,55,M,False,False,16835
2240,9,55,M,True,True,6220
2241,1,24,F,True,True,100112
2242,0,35,M,True,True,8793
2243,9,36,M,True,True,152726
2244,6,27,F,False,False,26307
2245,7,25,M,True,False,60488
2246,1,24,F,False,True,26055
2247,0,50,F,True,True,100963
2248,5,50,M,True,False,44587
2249,1,45,M,True,True,62604
2250,0,53,M,False,True,38356
2251,0,40,M,True,True,8817
2252,3,42,F,True,True,66367
2253,4,49,F,True,False,4208
2254,1,55,F,True,True,63017
2255,3,24,F,False,True,5454
2256,1,27,F,True,True,71444
2257,5,61,F,False,False,33235
2258,4,26,F,True,True,30933
2259,2,65,M,False,True,21919
2260,0,18,M,True,True,128316
2261,0,24,M,True,True,60215
2262,6,22,F,False,False,20443
2263,6,23,M,True,False,45000
2264,4,70,F,False,False,16768
2265,0,27,F,True,True,121148
2266,2,67,F,False,False,49120
2267,7,81,F,False,True,50868
2268,0,57,F,True,True,60583
2269,7,21,F,False,False,38610
2270,6,53,F,False,False,8217
2271,3,48,F,False,False,75486
2272,3,65,M,True,True,6526
2273,8,44,M,False,False,18594
2274,9,37,F,True,False,90915
2275,0,44,F,True,True,57199
2276,1,24,M,True,True,96373
2277,5,29,F,False,False,37086
2278,8,28,F,True,True,52210
2279,3,88,F,True,True,74929
2280,8,68,F,True,True,69436
2281,6,78,F,True,True,68831
2282,7,42,M,True,False,38700
2283,8,26,M,True,True,48791
2284,9,58,M,True,True,78833
2285,1,61,F,True,False,93750
2286,3,29,M,False,False,19939
2287,4,28,M,False,False,72486
2288,6,21,M,False,False,24239
2289,8,37,F,False,False,8967
2290,1,35,M,False,True,51948
2291,3,22,M,False,True,2798
2292,6,36,M,False,False,30269
2293,4,27,M,False,False,79123
2294,6,35,M,True,False,5800
2295,4,21,M,False,False,26962
2296,2,34,M,True,True,78150
2297,1,69,F,False,False,35080
2298,9,71,F,True,True,131377
2299,0,29,M,True,True,230205
2300,2,38,F,True,True,51071
2301,0,42,M,True,True,16166
2302,3,45,M,False,True,29015
2303,0,61,M,True,True,99949
2304,7,25,M,True,True,60768
2305,9,26,F,True,False,41905
2306,0,26,M,False,True,37717
2307,9,19,M,False,False,35746
2308,1,68,M,False,True,126252
2309,6,44,M,True,True,73170
2310,2,46,F,False,True,13984
2311,2,20,F,True,False,26840
2312,9,52,M,False,False,3587
2313,8,30,F,False,False,23715
2314,1,46,M,True,True,34058
2315,4,45,F,False,False,16243
2316,3,20,F,False,False,8308
2317,1,53,M,True,True,45819
2318,0,29,F,True,False,53505
2319,0,44,M,False,False,64564
2320,3,26,F,True,False,56025
2321,8,53,F,False,False,3997
2322,0,26,M,True,False,36830
2323,7,33,F,False,False,62346
2324,8,25,F,True,True,35699
2325,0,21,M,True,True,148512
2326,5,60,M,False,True,50424
2327,7,27,F,True,False,59700
2328,1,47,F,True,False,48938
2329,3,31,F,False,False,33791
2330,8,49,F,False,True,88411
2331,7,98,F,True,True,13876
2332,9,53,F,False,False,34724
2333,4,71,F,False,True,29275
2334,1,74,M,False,False,6394
2335,0,22,F,True,True,7036
2336,0,61,F,True,True,109062
2337,0,27,F,True,True,157052
2338,2,35,F,False,False,71485
2339,0,46,M,True,True,84771
2340,0,29,F,True,False,53578
2341,0,69,F,True,True,115915
2342,1,79,M,False,True,140462
2343,6,72,M,False,False,55810
2344,7,64,F,True,False,3825
2345,0,18,M,True,True,124168
2346,7,39,M,True,True,91164
2347,2,56,M,False,False,2093
2348,6,31,F,False,True,33378
2349,7,65,M,True,False,72038
2350,2,24,M,True,True,23407
2351,1,43,M,False,True,28377
2352,0,48,M,True,True,181375
2353,8,45,F,False,False,35056
2354,6,24,M,False,False,37913
2355,3,51,F,False,True,2957
2356,1,19,F,True,True,56534
2357,0,62,M,False,True,84497
2358,1,49,F,True,True,60345
2359,3,37,F,False,False,10930
2360,0,60,F,True,True,63633
2361,3,26,F,False,True,28443
2362,2,60,F,False,False,15560
2363,9,51,M,True,False,85197
2364,8,38,M,False,True,15895
2365,2,56,F,True,True,56378
2366,1,43,F,True,True,78989
2367,4,66,M,False,True,5112
2368,0,49,F,False,True,46983
2369,1,41,M,False,False,11017
2370,9,32,M,True,False,90915
2371,0,83,F,True,True,90901
2372,0,35,F,True,True,229256
2373,5,68,M,False,False,20792
2374,3,35,M,True,True,30347
2375,1,58,M,True,False,4105
2376,8,63,F,False,True,12829
2377,0,73,M,True,True,94842
2378,0,21,F,True,True,98658
2379,2,49,M,False,False,22441
2380,8,36,F,False,True,81282
2381,0,26,M,False,True,147819
2382,3,29,F,False,False,21161
2383,3,36,F,False,False,2048
2384,2,46,M,False,False,96077
2385,0,66,M,False,True,22982
2386,2,45,F,False,False,20405
2387,1,74,F,False,True,25345
2388,6,48,M,True,True,56608
2389,0,44,M,True,True,126533
2390,3,26,M,True,True,57241
2391,9,24,M,True,True,67250
2392,9,46,F,True,True,136168
2393,0,59,M,False,False,130387
2394,9,50,M,True,False,89803
2395,5,41,M,False,False,34183
2396,1,66,F,True,True,91649
2397,3,41,M,False,False,12454
2398,2,59,M,True,True,3918
2399,7,60,M,True,True,63152
2400,7,32,F,False,True,16235
2401,6,25,M,True,False,12233
2402,0,59,M,True,True,20239
2403,0,60,M,False,False,70379
2404,0,52,M,False,True,3719
2405,6,36,M,True,False,48067
2406,0,39,F,True,True,41312
2407,0,52,M,True,True,25067
2408,0,76,M,True,True,21341
2409,8,19,M,False,False,19309
2410,7,39,M,True,True,51180
2411,5,52,M,False,False,3246
2412,7,26,F,False,False,8017
2413,0,68,M,True,True,32168
2414,6,35,F,False,False,24318
2415,1,72,M,True,True,25943
2416,6,48,M,True,False,4267
2417,9,85,M,True,False,63607
2418,0,31,M,True,True,76207
2419,6,25,M,False,False,13416
2420,4,50,F,False,False,6006
2421,1,47,F,False,False,36888
2422,1,57,M,True,False,30202
2423,7,30,F,False,True,38710
2424,3,21,F,True,False,72900
2425,7,29,M,True,False,53512
2426,8,64,M,False,False,41255
2427,2,27,F,True,False,5555
2428,8,45,M,False,True,10397
2429,0,37,F,True,True,154877
2430,1,28,F,False,True,60838
2431,2,52,F,True,False,20228
2432,5,25,F,False,False,9382
2433,1,25,M,True,True,58488
2434,0,40,M,True,True,244688
2435,7,64,M,True,True,54535
2436,1,82,F,True,True,133856
2437,6,21,M,False,False,25456
2438,3,46,F,True,False,21225
2439,0,61,M,True,True,227895
2440,4,46,F,False,False,7133
2441,6,25,M,True,False,34633
2442,2,41,M,False,False,34173
2443,1,52,M,True,True,9399
2444,3,53,M,False,False,27490
2445,2,72,M,True,True,165584
2446,0,34,F,True,True,230343
2447,2,45,M,False,True,132564
2448,9,35,M,True,False,50025
2449,9,27,M,False,False,5678
2450,1,26,M,True,True,29704
2451,3,54,F,False,False,42183
2452,1,41,F,True,True,38875
2453,1,62,M,True,True,51997
2454,9,58,M,True,True,64201
2455,3,22,F,False,True,21149
2456,1,37,F,True,True,85146
2457,7,45,F,True,True,92055
2458,0,28,M,True,True,205208
2459,2,30,M,True,False,15290
2460,2,65,F,False,False,18601
2461,8,47,M,False,True,9514
2462,0,45,M,True,True,152510
2463,0,41,F,True,True,194286
2464,3,34,M,False,True,67658
2465,8,41,F,True,True,32239
2466,4,20,F,True,True,9406
2467,8,19,F,False,True,15268
2468,3,55,F,True,True,6022
2469,2,37,F,True,False,36080
2470,0,22,F,True,True,18780
2471,9,21,F,False,False,20225
2472,0,34,F,True,True,55583
2473,1,26,M,False,False,2543
2474,0,20,F,False,True,121235
2475,0,60,F,True,True,35774
2476,8,66,F,False,True,74073
2477,1,53,M,True,True,36557
2478,0,51,M,True,True,47056
2479,0,62,M,True,True,42578
2480,4,36,F,False,False,39995
2481,0,53,M,True,True,79097
2482,0,69,M,True,True,58513
2483,6,20,F,True,False,55133
2484,1,40,M,False,False,12914
2485,2,31,F,True,True,118614
2486,0,27,F,False,True,58971
2487,6,27,F,False,False,16988
2488,1,78,M,False,True,16959
2489,6,29,M,True,True,41208
2490,3,69,M,False,False,25920
2491,3,30,F,True,True,65320
2492,1,20,M,True,True,114475
2493,6,73,M,True,False,50467
2494,7,74,M,True,False,53625
2495,0,28,M,True,True,37082
2496,6,20,F,True,False,54767
2497,6,30,M,False,False,56751
2498,0,40,M,True,True,101246
2499,0,63,M,True,True,41541
2500,8,45,M,False,True,42343
2501,8,27,F,True,False,52788
2502,7,56,M,False,False,1231
2503,8,40,F,False,False,1244
2504,6,83,M,False,False,36987
2505,0,59,F,False,True,39315
2506,1,49,M,True,True,55842
2507,1,53,M,True,True,665
2508,0,50,F,True,True,148764
2509,7,52,F,True,True,4711
2510,3,66,F,False,True,56569
2511,0,60,M,True,True,58361
2512,1,22,M,False,True,106130
2513,4,47,M,True,False,40500
2514,7,36,M,True,True,7092
2515,0,38,M,False,False,9054
2516,4,31,M,True,True,24060
2517,0,59,M,False,True,152482
2518,0,34,M,True,True,26348
2519,6,21,F,False,False,6618
2520,0,19,F,True,False,43790
2521,1,56,F,True,False,17794
2522,6,46,M,True,True,48716
2523,8,74,F,False,False,68048
2524,0,20,F,True,True,75851
2525,2,31,F,True,True,69506
2526,6,88,M,False,False,20318
2527,9,69,M,False,False,17388
2528,8,47,F,False,False,18491
2529,0,48,F,True,True,85650
2530,0,91,F,True,True,95981
2531,3,36,F,False,False,55489
2532,6,36,F,True,True,55922
2533,8,29,F,True,False,14999
2534,2,32,M,False,True,6908
2535,0,79,F,True,False,76415
2536,7,41,F,True,True,19692
2537,6,42,F,True,True,23870
2538,9,61,F,False,False,82671
2539,7,31,M,True,False,56213
2540,1,37,F,False,True,58945
2541,0,26,M,True,True,119133
2542,5,37,M,False,False,17176
2543,0,53,F,True,True,131028
2544,6,34,F,False,False,5458
2545,4,34,F,False,False,35532
2546,4,35,M,False,False,26098
2547,0,63,F,True,True,152098
2548,2,31,F,True,True,16181
2549,8,70,M,True,True,26045
2550,8,33,M,False,False,17860
2551,0,31,F,True,True,66629
2552,0,30,M,True,True,21621
2553,0,44,F,True,True,46547
2554,3,37,M,False,False,11880
2555,4,33,F,False,False,5739
2556,3,65,M,False,False,17234
2557,6,73,F,False,False,5525
2558,1,26,F,True,True,107115
2559,5,63,M,False,False,13820
2560,7,51,M,True,False,41580
2561,0,25,M,True,True,109150
2562,3,42,F,False,False,16945
2563,2,18,F,False,True,41875
2564,9,44,F,False,True,67024
2565,0,53,F,True,True,29148
2566,2,19,M,False,True,112712
2567,1,29,F,False,True,59326
2568,6,42,F,False,False,43062
2569,7,37,F,False,False,63216
2570,6,34,M,False,True,28315
2571,9,60,F,True,True,48283
2572,4,58,M,False,False,6251
2573,6,42,M,True,True,17532
2574,9,87,M,False,False,33969
2575,4,44,F,False,False,50491
2576,0,65,M,True,True,6176
2577,6,27,M,True,False,4000
2578,0,20,M,True,True,144451
2579,0,73,F,True,True,43171
2580,1,26,M,True,True,60505
2581,1,69,M,False,True,5223
2582,7,43,F,False,False,16988
2583,8,40,F,True,True,36358
2584,4,45,M,False,False,70756
2585,0,29,M,True,True,9425
2586,7,74,F,False,False,42551
2587,4,32,F,False,True,35812
2588,5,57,F,False,False,30526
2589,0,63,F,True,True,6572
2590,8,32,M,False,True,18648
2591,7,29,M,True,True,57130
2592,1,41,F,False,False,39725
2593,0,74,F,False,True,48047
2594,8,48,M,False,True,25957
2595,1,19,F,False,False,44756
2596,7,50,F,False,False,23098
2597,8,60,M,True,True,34423
2598,0,68,M,False,True,45803
2599,0,33,M,True,True,129166
2600,5,27,M,False,True,53114
2601,4,29,F,False,False,14378
2602,1,23,F,False,True,70056
2603,1,81,F,True,True,132385
2604,2,33,F,False,False,35557
2605,0,68,F,True,True,137246
2606,0,72,F,True,False,31102
2607,9,38,F,False,False,14757
2608,0,59,F,True,True,121513
2609,1,76,M,True,True,57038
2610,7,18,M,True,True,61715
2611,6,35,F,True,True,19135
2612,3,35,F,False,False,47860
2613,5,56,F,False,False,19565
2614,1,40,M,False,False,20491
2615,8,20,F,False,True,6078
2616,5,52,M,False,False,4382
2617,9,48,M,False,False,15437
2618,4,25,F,False,False,56398
2619,6,33,M,False,False,3215
2620,1,64,M,True,True,90745
2621,8,38,F,False,False,9705
2622,8,85,M,False,False,6516
2623,0,69,M,True,True,162281
2624,1,46,M,True,True,66298
2625,2,52,F,False,True,42244
2626,8,38,M,False,True,3041
2627,8,62,F,False,True,30404
2628,9,28,F,True,True,16974
2629,1,31,M,True,True,84613
2630,1,31,F,False,False,20176
2631,4,68,M,False,False,9583
2632,0,32,F,True,True,64323
2633,2,51,M,False,True,3869
2634,0,76,M,True,True,47314
2635,0,67,F,True,True,231040
2636,1,93,F,True,True,22960
2637,1,75,F,True,True,34721
2638,7,48,F,True,False,32250
2639,2,36,F,True,False,12100
2640,0,73,F,True,True,39564
2641,0,35,M,True,True,156852
2642,0,55,F,True,True,100206
2643,0,21,M,True,True,166565
2644,3,19,M,False,False,23479
2645,1,63,F,False,True,6594
2646,0,30,M,True,False,32262
2647,9,69,F,True,True,127268
2648,3,67,M,True,False,46950
2649,5,37,M,False,False,44890
2650,1,66,M,False,False,38473
2651,0,40,M,True,True,52100
2652,0,54,M,True,False,7336
2653,0,53,F,True,False,3527
2654,4,37,F,True,True,104882
2655,1,40,M,False,True,19251
2656,8,57,F,True,True,9012
2657,0,81,F,False,True,111596
2658,9,42,M,True,True,63662
2659,3,35,M,False,False,42205
2660,3,46,F,False,False,42182
2661,8,41,M,True,True,32804
2662,7,25,M,True,True,47988
2663,8,66,M,True,True,31487
2664,2,61,F,True,True,47752
2665,0,23,M,True,True,237128
2666,9,35,F,False,False,9434
2667,0,69,M,False,False,31845
2668,6,29,F,False,True,6504
2669,1,36,F,True,True,87952
2670,3,31,M,False,False,10931
2671,0,25,M,True,True,36676
2672,5,59,F,False,True,8134
2673,0,47,M,True,True,115271
2674,9,29,F,True,True,129791
2675,6,18,F,False,True,68622
2676,6,41,M,True,True,52125
2677,7,41,M,True,True,30493
2678,6,25,M,True,False,28067
2679,7,74,M,True,True,44032
2680,0,30,F,True,True,130781
2681,7,27,F,True,True,13345
2682,7,53,F,True,True,37996
2683,3,25,F,True,False,64912
2684,1,27,M,True,False,107250
2685,0,32,M,True,True,62628
2686,2,60,F,True,False,37840
2687,2,60,M,True,True,139788
2688,8,74,M,False,True,25187
2689,1,20,F,False,True,17898
2690,8,73,F,False,False,52786
2691,0,62,M,True,True,42569
2692,8,45,M,False,True,24036
2693,2,53,F,False,False,18687
2694,7,64,F,True,True,53769
2695,7,75,F,True,True,35236
2696,8,25,M,False,False,14423
2697,1,45,F,True,True,150719
2698,7,52,F,True,False,37840
2699,1,60,F,False,False,33470
2700,0,62,M,False,False,5759
2701,1,62,F,False,False,38495
2702,1,56,F,True,True,107602
2703,5,26,F,False,False,35539
2704,1,73,M,True,True,62427
2705,8,36,M,False,False,18575
2706,1,66,F,True,False,63312
2707,8,64,F,False,False,30645
2708,3,55,F,True,True,40629
2709,2,86,F,False,False,13115
2710,0,50,M,True,True,120256
2711,8,47,F,False,False,31550
2712,4,47,M,False,False,25391
2713,0,52,M,True,True,4261
2714,6,62,M,False,False,41988
2715,3,46,F,False,True,11522
2716,0,58,M,True,True,2460
2717,3,18,M,True,False,41588
2718,7,32,M,True,False,51712
2719,8,63,F,False,True,13781
2720,3,79,M,True,False,60412
2721,2,38,M,False,False,22819
2722,1,59,F,True,False,79624
2723,5,25,M,False,False,31429
2724,4,51,F,False,False,1458
2725,3,34,M,False,False,24728
2726,1,78,F,True,True,48289
2727,7,25,M,False,False,21156
2728,8,24,M,True,True,55380
2729,8,47,F,False,False,22738
2730,0,89,F,True,True,151860
2731,0,72,F,False,True,55955
2732,0,23,M,True,True,88372
2733,2,26,F,False,False,23674
2734,0,71,F,True,True,133273
2735,0,68,F,True,True,150418
2736,1,38,F,True,True,119114
2737,8,50,F,False,True,11047
2738,0,62,F,True,True,96502
2739,0,62,F,True,True,40994
2740,5,43,M,False,False,28293
2741,0,81,M,True,True,62737
2742,7,43,M,True,True,78310
2743,8,63,F,True,True,54679
2744,7,24,F,False,True,3641
2745,3,26,F,False,False,6022
2746,0,55,M,False,False,1637
2747,1,84,F,False,False,77226
2748,5,45,M,False,False,6474
2749,0,67,M,True,True,54760
2750,5,29,M,False,False,54942
2751,6,34,M,False,False,60732
2752,1,73,F,True,True,51520
2753,4,50,F,True,False,34917
2754,4,57,F,False,False,6666
2755,9,22,M,True,True,21113
2756,4,33,F,False,False,42318
2757,3,51,M,False,False,24540
2758,9,45,M,True,False,68778
2759,0,21,F,True,False,68802
2760,9,99,M,False,False,62398
2761,8,18,M,False,False,43022
2762,9,47,F,False,False,24632
2763,0,88,F,True,False,81925
2764,3,28,M,False,False,10608
2765,1,39,F,True,True,44395
2766,9,67,F,True,False,49977
2767,7,26,M,True,False,38212
2768,8,44,M,False,True,58141
2769,8,69,F,False,True,5403
2770,5,27,F,False,False,1711
2771,3,55,M,False,False,5265
2772,1,70,M,True,True,131130
2773,1,23,F,True,True,93265
2774,0,63,F,True,True,62876
2775,7,49,M,True,True,45823
2776,0,37,M,True,True,182945
2777,0,88,M,True,True,28080
2778,1,32,F,True,True,24929
2779,2,18,F,True,True,165751
2780,0,53,F,True,False,40562
2781,9,43,M,False,False,7400
2782,9,82,M,False,True,3665
2783,8,20,M,True,False,7927
2784,1,28,M,True,True,74923
2785,0,37,M,True,True,195910
2786,0,50,F,True,True,30346
2787,1,69,F,False,False,114448
2788,0,58,M,True,True,107767
2789,9,42,F,True,False,75932
2790,0,66,M,True,True,79623
2791,8,27,F,False,False,34332
2792,2,24,M,True,True,65158
2793,1,88,M,True,True,29628
2794,0,25,M,False,False,113617
2795,2,68,F,True,False,82170
2796,9,32,F,True,True,57978
2797,5,28,M,True,False,48862
2798,0,27,M,False,True,156385
2799,8,47,M,False,False,59854
2800,1,69,F,True,True,24681
2801,0,34,F,True,True,66128
2802,2,73,F,False,False,70539
2803,6,29,M,False,False,8525
2804,6,38,M,False,True,9065
2805,0,29,F,False,True,60854
2806,8,68,F,False,True,30295
2807,3,50,F,False,False,19488
2808,1,57,M,False,False,79436
2809,1,47,M,True,True,35455
2810,8,54,M,False,False,25750
2811,6,30,M,False,False,6199
2812,6,42,F,True,True,45870
2813,8,54,F,True,True,20951
2814,1,51,M,False,False,8569
2815,9,67,M,False,False,19618
2816,3,41,F,True,False,47700
2817,9,25,F,False,False,13687
2818,1,55,F,False,False,5765
2819,1,80,F,False,True,98954
2820,9,27,M,True,True,79852
2821,3,29,M,False,True,9202
2822,1,62,M,True,False,24500
2823,9,42,F,False,True,104711
2824,2,34,M,False,False,61006
2825,0,76,M,True,True,101184
2826,9,58,M,False,True,91154
2827,0,78,F,True,True,99996
2828,0,28,M,True,True,90989
2829,1,25,M,True,True,151812
2830,1,29,M,False,False,5894
2831,9,73,M,True,False,91205
2832,0,18,F,True,True,149656
2833,8,54,M,False,True,5976
2834,1,51,M,True,True,8168
2835,8,25,F,False,False,11698
2836,1,43,F,True,True,52405
2837,3,28,M,False,True,9405
2838,9,73,M,True,True,34065
2839,0,73,M,True,True,11355
